zone_id,latitude,longitude,Predicted_Leak,flowrate_lps,leak_pressure_psi,timestamp,usage_difference,water_consumed_litres,water_supplied_litres
Zone-7,21.255579,81.598797,0,0.026,10.58,2025-03-12 02:27:23,50.36,3811.544,3861.904
Zone-10,21.24446,81.647553,0,0.098,23.35,2025-02-17 15:30:02,31.258,3995.126,4026.384
Zone-12,21.233442,81.65685,0,0.13,24.17,2025-10-11 16:48:10,200.833,31880.652,32081.485
Zone-12,21.243861,81.657817,0,0.06,21.6,2025-01-15 11:38:41,-27.126,4856.247,4829.121
Zone-2,21.250788,81.614068,0,0.006,10.3,2025-07-29 18:21:52,59.098,9908.267,9967.364
Zone-8,21.240157,81.63843,0,0.061,12.75,2025-07-02 22:53:20,196.434,29245.327,29441.761
Zone-10,21.25009,81.649194,0,0.038,13.14,2025-07-20 17:05:14,-249.125,25161.625,24912.5
Zone-5,21.25239,81.611537,0,0.006,10.86,2025-05-22 02:31:16,4.688,829.512,834.2
Zone-5,21.247368,81.613128,0,0.078,15.14,2025-11-01 20:12:31,70.081,3998.59,4068.671
Zone-3,21.278598,81.652661,0,0.056,17.06,2025-08-26 09:56:41,216.271,3651.405,3867.676
Zone-9,21.271214,81.611324,0,0.103,19.56,2025-09-30 17:34:59,377.118,16064.038,16441.156
Zone-11,21.259096,81.601255,0,2.947,32.86,2025-05-20 06:18:09,8127.641,3887.736,12015.377
Zone-3,21.272663,81.64557,0,0.014,27.89,2025-09-02 17:28:58,223.846,18962.241,19186.087
Zone-11,21.264927,81.595085,0,0.073,11.68,2025-02-27 18:13:39,161.483,5063.381,5224.863
Zone-3,21.274654,81.646779,1,6.094,58.56,2025-07-15 16:37:38,20417.898,0.0,20417.898
Zone-11,21.257515,81.592337,1,5.826,73.09,2025-01-19 05:53:03,9264.063,0.0,9264.063
Zone-6,21.277315,81.620357,0,0.072,21.93,2025-09-27 07:17:49,44.977,6154.951,6199.928
Zone-7,21.24654,81.603868,0,0.087,13.4,2025-02-02 07:47:11,220.192,27067.14,27287.332
Zone-8,21.23029,81.632827,0,0.064,29.24,2025-08-09 09:11:48,376.248,21409.3,21785.548
Zone-10,21.239104,81.651799,0,0.145,20.65,2025-06-16 15:31:28,250.023,4461.075,4711.098
Zone-8,21.228694,81.632687,0,0.032,21.48,2025-09-28 14:06:34,23.752,1253.596,1277.348
Zone-8,21.243153,81.632592,0,0.128,24.75,2025-02-18 05:24:46,769.833,5227.837,5997.669
Zone-3,21.272988,81.643929,0,0.115,20.1,2025-02-13 21:45:48,-26.275,4773.823,4747.548
Zone-6,21.283608,81.618251,1,3.444,73.81,2025-06-25 16:42:21,3931.048,0.0,3931.048
Zone-11,21.259,81.599974,0,0.068,17.07,2025-04-05 23:22:04,91.942,1595.791,1687.733
Zone-2,21.2463,81.614656,0,0.106,26.47,2025-07-25 10:15:56,200.04,9236.317,9436.357
Zone-12,21.239053,81.657853,0,0.07,27.3,2025-09-23 20:36:11,319.426,25653.138,25972.565
Zone-8,21.231383,81.633162,0,0.122,13.58,2025-03-09 03:20:55,204.441,3143.666,3348.107
Zone-10,21.241902,81.643455,0,0.005,18.41,2025-09-21 08:14:46,5.091,17686.835,17691.926
Zone-11,21.259035,81.597526,1,1.497,76.17,2025-11-01 22:43:36,2317.851,4321.159,6639.01
Zone-1,21.2644,81.627538,0,0.047,18.58,2025-03-05 18:02:20,129.071,9710.365,9839.436
Zone-12,21.241475,81.652234,0,0.139,14.02,2025-09-18 22:28:02,986.168,18803.569,19789.738
Zone-1,21.263362,81.632923,0,0.061,12.74,2025-02-04 23:19:06,430.018,13299.918,13729.936
Zone-11,21.257688,81.598605,0,0.14,12.16,2025-01-11 09:19:03,322.109,6331.553,6653.663
Zone-5,21.251735,81.623403,0,0.076,28.42,2025-07-11 09:34:54,1207.132,25165.508,26372.64
Zone-3,21.268679,81.649064,0,0.094,12.34,2025-09-14 05:19:24,1358.972,19820.88,21179.852
Zone-12,21.248942,81.658237,0,0.099,18.65,2025-04-07 15:11:58,198.359,5734.481,5932.84
Zone-11,21.253323,81.602849,0,0.097,17.32,2025-01-30 22:20:41,412.807,5375.127,5787.934
Zone-7,21.247986,81.602001,0,0.032,14.62,2025-09-29 11:14:09,128.124,2292.252,2420.376
Zone-4,21.223981,81.641907,0,0.081,17.9,2025-03-23 20:12:52,348.532,6257.437,6605.969
Zone-3,21.277161,81.650335,0,0.093,17.86,2025-02-08 14:51:34,389.38,8815.75,9205.13
Zone-1,21.26236,81.630473,0,0.119,20.42,2025-08-08 21:07:52,156.985,2706.232,2863.217
Zone-12,21.243564,81.649893,0,0.015,16.22,2025-06-25 19:38:18,77.93,5798.973,5876.903
Zone-9,21.274326,81.616358,0,0.06,16.58,2025-08-05 12:11:50,192.91,7451.589,7644.499
Zone-5,21.255965,81.613486,0,0.018,15.39,2025-09-29 02:20:38,55.122,5284.712,5339.834
Zone-2,21.24291,81.61841,0,0.131,13.65,2025-08-20 03:57:24,1131.182,10132.352,11263.534
Zone-3,21.280574,81.651842,1,3.514,60.43,2025-10-20 21:12:04,8385.062,1545.021,9930.083
Zone-9,21.271963,81.609495,1,0.117,17.55,2025-06-03 04:17:40,232.46,1814.871,2047.331
Zone-1,21.262255,81.630527,0,0.015,14.14,2025-05-10 09:07:56,-9.605,1349.75,1340.145
Zone-1,21.271594,81.632114,1,0.051,14.02,2025-04-03 01:56:07,17.426,1908.698,1926.124
Zone-11,21.257394,81.592533,0,0.111,14.31,2025-03-01 21:57:53,994.295,11664.471,12658.766
Zone-8,21.234028,81.627816,0,0.064,24.45,2025-10-07 15:11:54,343.975,9912.513,10256.488
Zone-10,21.245336,81.641843,0,0.084,21.92,2025-01-28 15:46:43,352.122,16014.121,16366.243
Zone-5,21.257749,81.616917,0,0.058,24.06,2025-09-04 21:02:06,171.296,5336.631,5507.927
Zone-1,21.263857,81.627535,1,5.528,34.46,2025-08-28 14:14:07,11441.992,0.0,11441.992
Zone-7,21.24886,81.607406,1,0.113,24.74,2025-11-03 12:58:17,217.111,2834.151,3051.262
Zone-12,21.241071,81.651706,0,0.083,13.49,2025-03-31 08:47:14,619.458,5547.085,6166.543
Zone-11,21.257686,81.60854,0,0.149,10.02,2025-05-26 08:04:27,893.715,8139.127,9032.842
Zone-7,21.251679,81.606671,1,0.148,15.07,2025-08-12 20:28:07,514.682,5088.95,5603.631
Zone-2,21.246015,81.616907,0,0.049,28.64,2025-05-30 20:37:27,198.026,8442.478,8640.504
Zone-10,21.244739,81.646793,0,0.119,25.67,2025-01-18 04:52:30,1166.377,24449.527,25615.904
Zone-3,21.274806,81.646978,0,0.064,25.45,2025-03-14 14:05:13,82.986,1941.04,2024.026
Zone-10,21.244742,81.640137,0,0.145,29.59,2025-10-11 04:55:51,749.971,10167.895,10917.866
Zone-8,21.233934,81.626081,0,0.062,28.95,2025-07-19 21:34:59,360.474,4478.339,4838.813
Zone-1,21.262227,81.623023,0,0.005,16.09,2025-07-02 19:34:24,-226.836,22910.474,22683.637
Zone-4,21.226543,81.644542,0,0.107,15.47,2025-10-15 14:20:35,263.511,3372.135,3635.647
Zone-3,21.273176,81.650848,1,7.833,67.44,2025-09-07 03:55:23,15910.579,0.0,15910.579
Zone-4,21.229618,81.632895,0,0.009,18.37,2025-08-31 22:13:21,29.993,1117.879,1147.872
Zone-2,21.254573,81.616494,0,0.019,12.08,2025-04-15 01:40:49,74.411,5153.331,5227.742
Zone-10,21.248277,81.639943,0,0.142,16.4,2025-10-21 05:00:10,1708.891,19080.294,20789.185
Zone-11,21.259521,81.600592,0,0.107,26.49,2025-09-20 17:36:39,109.039,3883.947,3992.985
Zone-1,21.262033,81.630473,0,0.075,20.67,2025-03-11 15:36:37,60.283,9246.143,9306.426
Zone-6,21.275074,81.625442,1,5.939,79.93,2025-08-22 19:58:47,8440.258,0.0,8440.258
Zone-12,21.233668,81.653587,0,0.036,21.44,2025-04-20 03:52:52,3.766,7947.529,7951.295
Zone-3,21.268751,81.650569,0,0.004,20.2,2025-04-18 20:52:41,-49.031,6190.855,6141.824
Zone-2,21.242735,81.621448,0,0.029,21.85,2025-03-20 09:45:15,245.584,11856.575,12102.16
Zone-7,21.257102,81.606231,0,0.112,18.08,2025-01-02 17:28:38,587.716,9851.526,10439.242
Zone-12,21.242027,81.654937,0,5.832,53.9,2025-07-08 16:22:31,29509.419,0.0,29509.419
Zone-2,21.241081,81.608678,1,2.133,59.7,2025-03-17 09:18:25,6219.525,5915.337,12134.863
Zone-5,21.255712,81.619431,0,0.127,21.94,2025-09-17 00:10:01,913.681,15831.154,16744.836
Zone-5,21.262328,81.620711,0,0.075,14.95,2025-02-04 00:49:07,165.359,3255.389,3420.748
Zone-2,21.244282,81.618217,0,0.018,15.15,2025-09-29 07:25:06,222.087,10633.944,10856.031
Zone-7,21.245668,81.600137,0,0.036,13.44,2025-06-23 06:47:00,70.925,9361.723,9432.648
Zone-11,21.253032,81.6043,0,0.131,20.94,2025-02-27 10:19:30,917.237,9351.432,10268.67
Zone-1,21.264727,81.630946,0,0.092,18.77,2025-07-25 14:31:48,1132.494,27155.873,28288.367
Zone-1,21.269099,81.636581,0,0.05,15.19,2025-02-05 07:12:28,626.139,16044.731,16670.87
Zone-11,21.258003,81.603577,0,0.034,26.63,2025-06-24 17:49:06,244.785,6132.478,6377.263
Zone-8,21.237103,81.628751,0,0.027,12.85,2025-01-17 09:38:21,104.58,12878.049,12982.629
Zone-5,21.253024,81.61139,0,0.022,16.08,2025-02-27 05:37:34,-170.895,20089.289,19918.394
Zone-12,21.240119,81.655262,0,0.047,15.37,2025-07-16 19:40:27,-130.144,19118.505,18988.361
Zone-10,21.242784,81.651397,0,0.009,23.84,2025-01-27 13:43:39,-53.812,8101.104,8047.293
Zone-6,21.284215,81.62331,0,0.126,28.92,2025-01-08 16:52:43,423.808,19402.775,19826.582
Zone-6,21.280897,81.623616,0,0.086,13.62,2025-11-06 04:35:41,132.496,4587.98,4720.476
Zone-8,21.227325,81.623634,1,7.574,25.96,2025-09-10 02:47:55,3023.195,0.0,3023.195
Zone-11,21.259691,81.595214,0,0.145,28.81,2025-11-03 07:39:30,590.959,3188.309,3779.268
Zone-1,21.267675,81.634787,0,0.12,16.81,2025-08-19 07:57:18,283.836,3610.767,3894.602
Zone-4,21.229231,81.641206,0,0.101,25.23,2025-10-24 12:16:51,339.662,3755.849,4095.51
Zone-8,21.23205,81.628241,0,0.087,24.51,2025-11-07 07:05:51,459.279,13570.898,14030.177
Zone-5,21.254463,81.609541,0,0.092,28.78,2025-02-23 07:28:36,72.066,4806.821,4878.887
Zone-1,21.264313,81.627567,0,0.132,22.47,2025-03-22 07:50:10,598.411,10764.869,11363.28
Zone-1,21.259241,81.629202,0,0.133,28.35,2025-09-28 08:19:56,340.422,19481.988,19822.41
Zone-1,21.272617,81.638504,0,0.056,23.23,2025-06-08 15:39:35,100.972,10438.084,10539.056
Zone-10,21.243567,81.650026,1,1.645,62.62,2025-05-10 14:32:25,2549.018,1036.405,3585.423
Zone-11,21.261476,81.600047,0,0.054,15.21,2025-02-07 13:20:01,59.885,460.753,520.638
Zone-7,21.251986,81.603066,0,0.104,24.8,2025-06-03 07:21:21,-40.192,8618.816,8578.624
Zone-8,21.239173,81.637685,0,0.095,27.58,2025-04-26 04:38:58,434.99,8161.704,8596.694
Zone-8,21.233554,81.627977,0,0.011,21.32,2025-09-27 14:49:59,41.166,3760.237,3801.402
Zone-6,21.278388,81.620351,1,5.232,48.49,2025-05-16 06:27:52,7579.058,0.0,7579.058
Zone-9,21.270444,81.612225,0,0.136,26.76,2025-07-27 01:47:47,863.883,1146.992,2010.875
Zone-8,21.243985,81.631285,0,0.019,10.34,2025-04-29 18:42:11,352.89,20019.266,20372.156
Zone-11,21.259307,81.602244,0,0.105,22.82,2025-06-01 14:54:02,-15.13,30433.181,30418.051
Zone-2,21.249486,81.620814,0,0.0,12.19,2025-10-24 23:41:30,-53.284,5381.684,5328.4
Zone-9,21.271278,81.616614,0,0.025,28.33,2025-04-16 20:08:20,-93.246,9417.829,9324.584
Zone-8,21.230518,81.626981,0,0.01,24.47,2025-02-17 13:59:13,24.45,5614.811,5639.261
Zone-11,21.256562,81.605667,0,0.005,22.16,2025-01-23 12:43:33,0.417,1611.129,1611.546
Zone-10,21.254288,81.638607,0,0.061,23.89,2025-01-02 19:29:16,16.289,2603.154,2619.443
Zone-5,21.248107,81.611703,0,0.083,24.24,2025-10-20 11:06:33,82.826,703.847,786.673
Zone-10,21.251762,81.648943,0,0.116,17.35,2025-05-29 04:16:03,198.281,1431.204,1629.485
Zone-2,21.239071,81.616397,0,0.093,14.66,2025-06-25 00:27:46,297.067,23722.47,24019.537
Zone-11,21.266574,81.601443,0,0.073,18.58,2025-01-25 13:13:31,285.387,18062.675,18348.062
Zone-3,21.276271,81.660545,0,0.147,29.91,2025-08-10 17:56:04,204.115,19219.83,19423.945
Zone-10,21.242918,81.642598,0,0.15,17.68,2025-05-07 14:16:55,423.706,6859.706,7283.413
Zone-12,21.241551,81.658282,1,0.104,20.75,2025-05-04 10:39:38,374.493,15458.913,15833.406
Zone-11,21.260412,81.600096,0,0.028,20.01,2025-09-21 02:29:44,-19.667,26245.063,26225.396
Zone-8,21.240568,81.628874,0,0.077,20.58,2025-09-14 00:58:31,610.9,14552.303,15163.204
Zone-2,21.243469,81.612701,0,0.108,29.94,2025-01-10 19:33:12,517.391,11757.936,12275.327
Zone-12,21.237232,81.645618,0,0.134,19.87,2025-02-21 20:24:05,631.75,5899.221,6530.971
Zone-12,21.239148,81.650623,0,0.079,27.0,2025-01-19 20:43:12,408.474,4255.617,4664.091
Zone-5,21.257645,81.613418,0,0.11,17.11,2025-02-26 04:24:06,12.176,6224.357,6236.533
Zone-1,21.26264,81.635377,0,0.008,21.99,2025-02-19 00:42:01,154.842,6883.721,7038.564
Zone-1,21.257269,81.631,0,0.098,19.13,2025-09-25 16:16:31,350.844,11740.719,12091.562
Zone-10,21.244528,81.642835,0,0.116,29.0,2025-04-29 00:41:14,514.777,4731.427,5246.204
Zone-10,21.245677,81.642213,0,0.125,25.54,2025-10-14 23:40:25,492.086,8719.267,9211.352
Zone-7,21.249377,81.603707,1,2.757,76.02,2025-08-22 08:13:21,3334.097,0.0,3334.097
Zone-1,21.268678,81.635351,0,0.082,16.4,2025-04-19 23:25:13,182.401,2341.478,2523.879
Zone-11,21.262671,81.59754,0,0.143,28.26,2025-04-06 01:14:16,281.872,3723.709,4005.581
Zone-8,21.238529,81.62968,0,0.12,28.03,2025-08-26 09:02:17,120.555,3533.451,3654.006
Zone-12,21.235875,81.659567,0,0.035,11.2,2025-05-09 14:29:56,-29.99,13899.387,13869.397
Zone-2,21.250204,81.616982,0,0.149,22.62,2025-05-22 21:21:31,1315.398,11643.108,12958.506
Zone-3,21.2735,81.655274,0,0.003,24.45,2025-02-24 08:30:28,612.136,23770.726,24382.862
Zone-4,21.235808,81.63621,0,0.033,29.68,2025-10-12 11:03:11,-89.49,13995.385,13905.894
Zone-3,21.273091,81.646614,0,0.08,22.57,2025-10-15 17:51:52,178.923,2149.155,2328.078
Zone-5,21.256866,81.613233,0,0.146,26.04,2025-07-08 17:11:19,176.907,1836.335,2013.242
Zone-10,21.241759,81.650954,0,0.025,23.7,2025-02-19 19:20:34,-288.047,29092.76,28804.713
Zone-9,21.267192,81.607348,0,0.053,14.74,2025-10-02 01:17:50,303.37,13972.191,14275.561
Zone-10,21.244343,81.646502,0,0.139,19.92,2025-05-21 13:09:52,1115.142,31152.732,32267.874
Zone-12,21.242497,81.65958,0,0.086,17.88,2025-02-14 23:14:21,71.277,9316.961,9388.237
Zone-2,21.241632,81.614995,0,0.098,11.81,2025-01-04 00:02:52,-164.17,19493.578,19329.408
Zone-11,21.269357,81.598664,0,0.058,18.49,2025-07-11 21:30:16,321.587,2042.236,2363.823
Zone-1,21.261053,81.634583,0,0.054,27.93,2025-05-09 09:04:06,196.479,4801.969,4998.448
Zone-8,21.234875,81.633878,0,0.115,28.59,2025-02-14 22:12:11,667.333,13641.062,14308.395
Zone-2,21.23638,81.621757,0,0.065,14.05,2025-06-24 16:19:01,-92.191,9311.248,9219.058
Zone-1,21.270209,81.628206,0,0.116,25.22,2025-02-02 20:23:25,620.904,18127.626,18748.53
Zone-4,21.230988,81.652011,0,0.072,22.18,2025-08-25 03:33:35,308.333,2354.499,2662.832
Zone-10,21.237,81.645579,0,0.107,26.3,2025-04-02 04:18:33,159.845,11481.183,11641.028
Zone-6,21.282902,81.618388,0,0.074,17.52,2025-11-05 06:17:51,883.496,9485.804,10369.3
Zone-5,21.2518,81.614746,0,0.145,11.33,2025-10-09 09:37:18,563.509,11326.419,11889.928
Zone-7,21.246135,81.607672,0,0.088,10.76,2025-07-02 09:40:51,613.068,8388.129,9001.198
Zone-11,21.263939,81.605302,0,0.069,12.19,2025-07-13 07:17:00,304.207,2878.324,3182.531
Zone-2,21.242863,81.614952,0,0.047,12.76,2025-08-04 08:47:40,-39.278,3967.08,3927.802
Zone-8,21.237349,81.629177,0,0.038,17.29,2025-01-31 05:43:55,26.395,3885.649,3912.043
Zone-4,21.229781,81.639617,0,0.058,18.42,2025-02-07 06:00:04,23.437,1832.799,1856.236
Zone-1,21.260925,81.629568,0,0.025,26.12,2025-09-03 13:12:25,474.863,12465.465,12940.328
Zone-7,21.245948,81.605533,0,0.001,15.12,2025-07-07 01:04:21,55.766,9545.175,9600.941
Zone-12,21.234252,81.658561,0,0.092,22.08,2025-08-30 02:44:58,244.325,6833.398,7077.723
Zone-7,21.245293,81.606133,0,0.078,13.84,2025-06-11 18:40:43,850.125,9129.563,9979.689
Zone-10,21.250142,81.640846,0,0.116,20.84,2025-10-13 10:01:35,416.631,19808.295,20224.926
Zone-4,21.22607,81.646235,0,0.149,21.72,2025-01-01 20:49:30,1278.195,12673.919,13952.114
Zone-6,21.284398,81.619245,0,0.098,27.79,2025-08-01 01:13:01,513.127,10085.461,10598.588
Zone-7,21.252382,81.60264,0,0.046,29.66,2025-04-19 15:22:01,81.054,3209.661,3290.715
Zone-7,21.255176,81.599589,0,0.048,24.08,2025-09-29 05:49:58,-21.415,3784.506,3763.091
Zone-4,21.238489,81.64413,0,0.002,12.32,2025-03-05 11:01:17,260.497,9573.143,9833.64
Zone-12,21.240092,81.65875,0,0.089,28.76,2025-08-13 23:53:36,152.794,8232.842,8385.636
Zone-9,21.267194,81.605872,0,0.036,20.05,2025-05-26 19:13:59,104.378,12211.99,12316.369
Zone-6,21.282584,81.615604,0,0.062,16.54,2025-01-27 06:49:01,614.76,13992.288,14607.048
Zone-2,21.240795,81.609798,0,0.024,10.95,2025-05-09 18:16:08,307.297,4182.535,4489.832
Zone-1,21.268356,81.635191,0,0.069,23.2,2025-05-10 06:30:13,39.764,10978.357,11018.12
Zone-1,21.26483,81.629546,0,0.016,27.75,2025-04-17 18:50:11,146.116,23989.072,24135.187
Zone-3,21.279617,81.649877,1,6.284,26.7,2025-10-06 23:44:15,33270.581,0.0,33270.581
Zone-6,21.278174,81.625138,0,0.007,10.05,2025-08-27 18:49:52,-111.178,11228.954,11117.777
Zone-10,21.242896,81.645807,1,0.056,24.66,2025-09-15 12:53:28,572.138,15099.859,15671.997
Zone-4,21.233838,81.635744,0,0.06,17.65,2025-06-15 12:34:43,229.857,7958.492,8188.349
Zone-2,21.245197,81.618073,0,0.011,15.09,2025-06-27 06:31:57,-54.341,5488.453,5434.112
Zone-3,21.269304,81.647174,0,0.031,13.12,2025-05-02 09:28:48,1009.707,18182.162,19191.869
Zone-3,21.276831,81.653661,0,0.009,21.93,2025-10-10 15:19:50,204.778,3701.227,3906.006
Zone-3,21.273945,81.653123,0,0.046,27.94,2025-07-13 08:59:52,317.47,4211.607,4529.077
Zone-7,21.247059,81.607886,0,0.033,11.2,2025-02-06 04:46:21,320.711,8803.23,9123.942
Zone-12,21.23574,81.653779,0,0.047,20.12,2025-05-10 00:11:34,312.353,15496.141,15808.494
Zone-1,21.273373,81.625952,0,0.091,11.77,2025-02-19 05:28:30,1360.822,32558.862,33919.684
Zone-7,21.250205,81.601732,0,0.149,22.89,2025-07-05 18:15:58,706.371,20304.734,21011.105
Zone-3,21.279932,81.647653,0,0.135,25.6,2025-10-05 15:42:17,889.42,17753.114,18642.534
Zone-7,21.24983,81.599227,1,5.454,20.01,2025-08-26 11:38:18,16260.621,0.0,16260.621
Zone-4,21.228188,81.638026,0,0.146,10.44,2025-10-26 00:12:57,226.866,2646.462,2873.328
Zone-11,21.259482,81.612864,0,0.004,20.97,2025-06-13 00:46:23,-28.855,2914.325,2885.47
Zone-2,21.243125,81.620711,0,0.009,29.15,2025-05-25 17:05:24,54.663,8201.381,8256.044
Zone-9,21.270352,81.608736,0,0.02,29.88,2025-06-18 23:58:24,487.243,12242.197,12729.44
Zone-4,21.231412,81.637151,1,5.716,35.16,2025-10-04 22:39:11,2707.828,0.0,2707.828
Zone-7,21.255933,81.609706,1,3.993,24.54,2025-09-12 04:34:46,3862.545,0.0,3862.545
Zone-12,21.238165,81.652455,0,0.076,29.13,2025-07-06 00:25:43,60.809,3114.453,3175.263
Zone-8,21.237626,81.628658,0,0.085,17.64,2025-02-26 12:56:38,538.799,27798.649,28337.448
Zone-1,21.265042,81.6264,0,0.133,28.21,2025-04-13 06:05:46,405.51,9054.628,9460.139
Zone-1,21.26438,81.636754,1,3.111,33.55,2025-06-16 09:58:56,9291.108,2375.784,11666.892
Zone-1,21.261565,81.63322,0,0.023,11.63,2025-06-15 07:47:22,73.111,17189.554,17262.665
Zone-6,21.278155,81.623026,1,4.848,29.99,2025-06-26 02:54:58,13229.103,0.0,13229.103
Zone-4,21.235658,81.640047,0,0.137,22.88,2025-01-11 09:56:12,373.722,3804.032,4177.753
Zone-5,21.251423,81.614825,1,2.627,56.43,2025-07-08 17:09:36,6426.251,0.0,6426.251
Zone-2,21.240091,81.61691,0,0.008,29.05,2025-01-18 00:02:01,146.375,8511.473,8657.848
Zone-4,21.230937,81.642138,1,3.673,28.23,2025-02-22 20:39:15,16496.902,0.0,16496.902
Zone-7,21.24483,81.603346,0,0.141,29.04,2025-01-27 06:41:56,1566.623,29187.742,30754.365
Zone-1,21.261093,81.630634,0,0.076,13.0,2025-09-07 20:54:38,3.181,8726.277,8729.458
Zone-9,21.273214,81.610514,0,0.139,19.94,2025-10-23 12:40:13,253.764,4622.559,4876.323
Zone-5,21.257551,81.618517,0,0.115,21.81,2025-04-13 05:21:16,566.177,16048.289,16614.466
Zone-10,21.241499,81.645123,0,0.098,20.7,2025-08-07 21:11:35,206.137,6041.766,6247.903
Zone-1,21.266195,81.630123,0,0.099,27.25,2025-08-01 19:11:53,269.247,8275.931,8545.178
Zone-4,21.236919,81.636702,0,0.109,14.58,2025-03-19 13:12:03,854.832,13898.423,14753.255
Zone-11,21.253268,81.600333,0,0.023,26.45,2025-03-04 16:36:45,22.366,1813.236,1835.602
Zone-1,21.270566,81.631151,0,0.088,25.57,2025-02-04 19:18:29,77.052,13868.587,13945.639
Zone-2,21.241627,81.621599,0,0.143,27.73,2025-03-30 16:53:00,654.338,14675.4,15329.738
Zone-4,21.227052,81.637206,0,0.064,20.82,2025-02-16 20:35:39,-326.94,33020.914,32693.975
Zone-4,21.232448,81.638326,1,4.054,31.62,2025-06-10 14:39:37,12170.023,348.05,12518.073
Zone-4,21.221231,81.642928,0,0.021,22.03,2025-05-11 11:26:37,156.988,6283.657,6440.645
Zone-4,21.224968,81.633286,0,0.087,15.69,2025-06-05 12:01:15,650.009,25533.701,26183.71
Zone-5,21.255427,81.618994,0,0.014,21.78,2025-01-25 09:44:58,39.525,5005.658,5045.183
Zone-5,21.254623,81.613709,0,0.059,16.61,2025-10-11 13:36:02,1199.522,12911.112,14110.634
Zone-2,21.246324,81.621337,1,0.019,20.14,2025-07-09 08:34:58,-24.087,3957.57,3933.483
Zone-3,21.273385,81.652317,0,0.061,27.51,2025-06-04 15:51:42,236.867,7364.753,7601.621
Zone-2,21.241706,81.618454,1,3.502,52.99,2025-06-04 04:58:17,16606.323,0.0,16606.323
Zone-2,21.244898,81.618034,0,0.038,28.38,2025-04-07 09:05:03,341.13,15593.63,15934.759
Zone-10,21.244575,81.645826,0,0.031,17.76,2025-02-20 10:49:24,5.677,5764.888,5770.565
Zone-3,21.274505,81.651973,0,0.049,27.72,2025-04-29 07:37:06,34.484,2906.731,2941.215
Zone-12,21.238801,81.654799,0,0.094,23.77,2025-03-13 21:43:17,338.561,8463.83,8802.391
Zone-3,21.274503,81.648154,0,0.028,26.1,2025-06-20 18:53:11,-40.466,4087.107,4046.64
Zone-6,21.285346,81.62028,0,0.143,27.18,2025-03-05 02:37:43,587.661,10667.716,11255.377
Zone-1,21.263749,81.630101,0,0.09,24.16,2025-08-06 04:39:46,35.766,2033.889,2069.655
Zone-6,21.277713,81.61258,0,0.109,13.29,2025-04-14 19:38:49,749.547,6192.243,6941.79
Zone-9,21.264123,81.613808,0,0.028,15.79,2025-05-02 21:51:38,-218.711,22089.767,21871.056
Zone-9,21.269034,81.616319,0,0.12,13.09,2025-09-26 18:17:29,240.47,1891.602,2132.071
Zone-7,21.247999,81.601133,0,0.142,22.6,2025-03-03 10:35:05,1035.252,16089.109,17124.361
Zone-2,21.245582,81.617158,0,0.09,14.91,2025-02-21 09:05:10,194.691,12584.971,12779.663
Zone-8,21.233171,81.624894,0,0.023,19.75,2025-09-01 10:32:52,209.446,21252.227,21461.673
Zone-12,21.229457,81.651443,0,0.145,19.57,2025-07-29 18:20:02,438.823,8190.775,8629.598
Zone-7,21.256831,81.601395,0,0.048,24.17,2025-08-09 14:36:15,-159.385,16097.883,15938.498
Zone-10,21.250114,81.641656,0,0.075,20.53,2025-04-14 15:20:23,538.694,10618.437,11157.131
Zone-9,21.268071,81.612029,0,0.038,17.91,2025-05-22 17:01:11,27.043,1165.962,1193.004
Zone-5,21.265086,81.618868,0,0.082,11.62,2025-06-27 16:30:43,1752.537,28028.924,29781.461
Zone-6,21.281873,81.621029,0,0.042,29.07,2025-05-29 12:58:06,104.197,6332.407,6436.604
Zone-7,21.250859,81.603508,0,0.122,21.0,2025-09-09 02:23:12,99.954,2310.864,2410.817
Zone-8,21.238977,81.630702,0,0.054,29.16,2025-08-26 19:14:31,102.346,3816.896,3919.242
Zone-12,21.247199,81.652803,0,0.098,13.1,2025-03-28 08:34:30,758.462,20421.757,21180.219
Zone-9,21.273239,81.606226,0,0.116,22.45,2025-04-27 14:01:06,468.368,7298.682,7767.05
Zone-8,21.238758,81.623106,0,0.115,27.55,2025-04-13 22:03:10,19.523,5375.368,5394.891
Zone-2,21.24579,81.614058,0,0.019,18.41,2025-09-22 20:02:28,136.3,7917.95,8054.25
Zone-5,21.254214,81.618019,0,0.052,17.96,2025-07-04 23:07:23,-80.694,11667.281,11586.587
Zone-7,21.250425,81.602449,0,0.05,13.1,2025-09-17 21:55:00,73.289,5753.047,5826.335
Zone-1,21.263757,81.630957,0,0.071,16.02,2025-03-20 22:42:13,50.694,3130.134,3180.828
Zone-10,21.241274,81.650327,0,0.138,20.26,2025-03-01 10:30:59,-6.751,3471.55,3464.799
Zone-5,21.250502,81.615324,1,4.02,75.98,2025-09-11 01:14:02,12179.323,0.0,12179.323
Zone-10,21.249012,81.642915,0,0.015,27.23,2025-03-12 10:26:55,27.654,13351.994,13379.648
Zone-7,21.256706,81.607904,1,5.794,43.62,2025-10-31 15:58:59,18156.076,0.0,18156.076
Zone-2,21.240812,81.621185,0,0.142,13.59,2025-04-29 00:35:44,247.883,5134.383,5382.266
Zone-7,21.251451,81.610174,0,0.013,27.16,2025-03-07 11:50:03,52.508,1936.503,1989.011
Zone-10,21.244004,81.640528,1,1.097,61.1,2025-07-25 09:21:06,5891.92,18003.569,23895.489
