zone_id,latitude,longitude,Predicted_Leak,flowrate_lps,leak_pressure_psi,timestamp,usage_difference,water_consumed_litres,water_supplied_litres,Dummy_Leak
Zone-3,21.271429,81.650745,0,0.083,10.94,2025-02-13 21:45:48,200.068,3249.524,3449.592,No
Zone-6,21.282299,81.617316,0,0.033,27.85,2025-06-25 16:42:21,102.749,6377.735,6480.484,No
Zone-11,21.264572,81.599465,0,0.062,25.87,2025-04-05 23:22:04,77.192,1737.586,1814.778,No
Zone-2,21.24354,81.614248,0,0.038,13.65,2025-07-25 10:15:56,-52.369,5289.26,5236.891,No
Zone-12,21.241811,81.653278,0,0.11,24.68,2025-09-23 20:36:11,674.043,28593.932,29267.976,No
Zone-8,21.238773,81.629965,0,0.085,18.05,2025-03-09 03:20:55,83.668,4274.804,4358.472,No
Zone-10,21.241976,81.646442,0,0.027,11.59,2025-09-21 08:14:46,392.427,9164.909,9557.336,No
Zone-11,21.257086,81.605856,0,0.136,13.67,2025-11-01 22:43:36,270.003,4739.791,5009.795,No
Zone-1,21.264878,81.632898,0,0.017,21.61,2025-03-05 18:02:20,-153.942,15548.174,15394.231,No
Zone-12,21.233104,81.656505,1,3.518,47.06,2025-09-18 22:28:02,19180.647,0.0,19180.647,No
Zone-1,21.259095,81.639222,0,0.022,12.08,2025-02-04 23:19:06,210.014,9144.906,9354.919,No
Zone-11,21.262078,81.599638,0,0.094,28.32,2025-01-11 09:19:03,120.098,3311.527,3431.625,No
Zone-5,21.255829,81.613058,0,0.09,23.84,2025-07-11 09:34:54,449.105,13878.671,14327.776,No
Zone-3,21.278318,81.640155,0,0.094,16.7,2025-09-14 05:19:24,308.834,19470.076,19778.911,No
Zone-12,21.23748,81.656392,0,0.094,15.62,2025-04-07 15:11:58,115.956,8297.12,8413.077,No
Zone-11,21.264709,81.607337,0,0.045,13.05,2025-01-30 22:20:41,-217.611,23061.636,22844.025,No
Zone-7,21.255013,81.604551,0,0.14,22.04,2025-09-29 11:14:09,353.518,3532.608,3886.126,No
Zone-4,21.231449,81.638884,0,0.059,22.46,2025-03-23 20:12:52,185.52,11134.498,11320.018,No
Zone-3,21.276646,81.653281,0,0.038,17.94,2025-02-08 14:51:34,-11.926,6585.081,6573.155,No
Zone-1,21.264392,81.631753,0,0.126,17.37,2025-08-08 21:07:52,133.884,527.518,661.402,No
Zone-12,21.246868,81.659478,0,0.075,25.83,2025-06-25 19:38:18,87.295,7363.514,7450.809,No
Zone-9,21.261125,81.609385,0,0.023,26.46,2025-08-05 12:11:50,-11.382,5369.225,5357.843,No
Zone-5,21.257556,81.609002,0,0.094,28.9,2025-09-29 02:20:38,312.629,7663.462,7976.09,No
Zone-2,21.237135,81.620244,0,0.097,26.2,2025-08-20 03:57:24,527.064,4304.208,4831.272,No
Zone-3,21.280304,81.646389,1,1.914,50.58,2025-10-20 21:12:04,4659.122,762.485,5421.607,No
Zone-9,21.270089,81.609501,0,0.113,24.34,2025-06-03 04:17:40,132.515,9995.314,10127.83,No
Zone-1,21.265749,81.628664,0,0.045,16.71,2025-05-10 09:07:56,44.445,5693.752,5738.196,No
Zone-1,21.257692,81.633086,0,0.055,12.47,2025-04-03 01:56:07,41.102,3227.19,3268.292,No
Zone-11,21.261412,81.597151,1,4.325,38.9,2025-03-01 21:57:53,15001.187,0.0,15001.187,No
Zone-8,21.235579,81.629679,0,0.004,20.52,2025-10-07 15:11:54,261.391,14972.796,15234.188,No
Zone-10,21.241308,81.645376,0,0.01,17.76,2025-01-28 15:46:43,37.113,9194.823,9231.936,No
Zone-5,21.250043,81.613093,0,0.105,14.85,2025-09-04 21:02:06,155.503,9606.876,9762.379,No
Zone-1,21.267386,81.638624,0,0.096,23.09,2025-08-28 14:14:07,331.41,13530.934,13862.344,No
Zone-7,21.255872,81.609382,0,0.0,24.22,2025-11-03 12:58:17,88.898,2208.888,2297.787,No
Zone-12,21.238188,81.653026,0,0.146,10.44,2025-03-31 08:47:14,618.223,7211.762,7829.985,No
Zone-11,21.256395,81.597099,0,0.086,12.95,2025-05-26 08:04:27,600.651,14808.798,15409.449,No
Zone-7,21.248484,81.605405,0,0.101,10.88,2025-08-12 20:28:07,213.29,8503.342,8716.632,No
Zone-2,21.239498,81.612686,0,0.055,27.6,2025-05-30 20:37:27,172.64,5238.047,5410.687,No
Zone-10,21.237981,81.64904,0,0.144,13.45,2025-01-18 04:52:30,598.549,16428.689,17027.239,No
Zone-3,21.280586,81.652441,0,0.011,22.82,2025-03-14 14:05:13,36.603,963.316,999.918,No
Zone-10,21.240553,81.642339,0,0.103,27.51,2025-10-11 04:55:51,593.336,7549.375,8142.711,No
Zone-8,21.232894,81.624711,0,0.053,15.68,2025-07-19 21:34:59,-188.567,19045.267,18856.7,No
Zone-1,21.265087,81.637925,0,0.014,16.05,2025-07-02 19:34:24,215.481,18146.011,18361.492,No
Zone-4,21.231366,81.641577,0,0.008,19.74,2025-10-15 14:20:35,-9.536,963.093,953.558,No
Zone-3,21.270539,81.647887,0,0.084,25.74,2025-09-07 03:55:23,628.31,23938.366,24566.676,No
Zone-4,21.229618,81.632895,0,0.009,18.37,2025-08-31 22:13:21,29.993,1117.879,1147.872,No
Zone-2,21.24295,81.618485,0,0.013,12.64,2025-04-15 01:40:49,29.491,4000.634,4030.125,No
Zone-10,21.247232,81.648047,0,0.03,23.77,2025-10-21 05:00:10,-137.785,19305.372,19167.586,No
Zone-11,21.258891,81.60042,0,0.086,22.25,2025-09-20 17:36:39,112.972,953.609,1066.582,No
Zone-1,21.269044,81.631668,0,0.114,12.07,2025-03-11 15:36:37,212.696,5041.495,5254.191,No
Zone-6,21.280678,81.619222,0,0.098,29.64,2025-08-22 19:58:47,763.521,25291.264,26054.785,No
Zone-12,21.231304,81.654842,0,0.088,28.05,2025-04-20 03:52:52,1045.141,13155.568,14200.709,No
Zone-3,21.273543,81.646139,0,0.041,24.92,2025-04-18 20:52:41,68.561,2043.316,2111.878,No
Zone-2,21.24055,81.615741,0,0.087,24.51,2025-03-20 09:45:15,443.737,13111.662,13555.399,No
Zone-7,21.246441,81.601157,0,0.023,22.61,2025-01-02 17:28:38,14.984,28424.079,28439.063,No
Zone-12,21.233155,81.65582,0,0.058,28.35,2025-07-08 16:22:31,749.896,33613.451,34363.347,No
Zone-2,21.241081,81.608678,1,1.697,61.39,2025-03-17 09:18:25,4900.189,7234.673,12134.863,No
Zone-5,21.255542,81.612203,0,0.048,19.26,2025-09-17 00:10:01,540.567,13463.778,14004.345,No
Zone-5,21.258697,81.613662,1,5.688,69.58,2025-02-04 00:49:07,1988.391,0.0,1988.391,No
Zone-2,21.251059,81.625115,0,0.003,24.32,2025-09-29 07:25:06,-155.445,15699.913,15544.468,No
Zone-7,21.243796,81.604662,0,0.148,21.73,2025-06-23 06:47:00,386.767,28688.398,29075.165,No
Zone-11,21.261055,81.600964,0,0.003,25.7,2025-02-27 10:19:30,171.016,26120.933,26291.949,No
Zone-1,21.270568,81.630874,0,0.077,20.58,2025-07-25 14:31:48,866.107,20631.595,21497.702,No
Zone-1,21.266661,81.632906,0,0.083,22.55,2025-02-05 07:12:28,301.466,14172.533,14473.999,No
Zone-11,21.264084,81.598575,0,0.012,28.6,2025-06-24 17:49:06,314.78,13603.739,13918.519,No
Zone-8,21.228153,81.63268,0,0.146,20.46,2025-01-17 09:38:21,331.184,11296.471,11627.654,No
Zone-5,21.257784,81.618942,0,0.14,14.59,2025-02-27 05:37:34,1248.066,24231.935,25480.001,No
Zone-12,21.2404,81.657179,0,0.025,10.91,2025-07-16 19:40:27,114.413,1876.738,1991.151,No
Zone-10,21.245181,81.645205,0,0.027,25.98,2025-01-27 13:43:39,171.661,2869.813,3041.474,No
Zone-6,21.28355,81.619357,0,0.114,29.94,2025-01-08 16:52:43,532.135,9217.79,9749.925,No
Zone-6,21.28341,81.628482,0,0.003,27.23,2025-11-06 04:35:41,0.414,2673.372,2673.787,No
Zone-8,21.233071,81.632029,0,0.038,17.91,2025-09-10 02:47:55,72.454,3123.878,3196.332,No
Zone-11,21.261706,81.605049,0,0.081,29.13,2025-11-03 07:39:30,348.234,10742.898,11091.132,No
Zone-1,21.266521,81.632375,0,0.093,26.82,2025-08-19 07:57:18,187.459,1686.01,1873.469,No
Zone-4,21.229231,81.641206,0,0.101,25.23,2025-10-24 12:16:51,339.662,3755.849,4095.51,No
Zone-8,21.238426,81.62656,0,0.054,18.12,2025-11-07 07:05:51,729.783,19550.821,20280.604,No
Zone-5,21.246018,81.615782,0,0.138,26.3,2025-02-23 07:28:36,177.7,3906.345,4084.045,No
Zone-1,21.264327,81.630112,0,0.087,12.78,2025-03-22 07:50:10,282.57,6701.643,6984.213,No
Zone-1,21.262226,81.632885,0,0.042,20.66,2025-09-28 08:19:56,249.284,14278.394,14527.679,No
Zone-1,21.272617,81.638504,0,0.056,23.23,2025-06-08 15:39:35,100.972,10438.084,10539.056,No
Zone-10,21.241115,81.648667,0,0.084,19.27,2025-05-10 14:32:25,255.624,6389.22,6644.844,No
Zone-11,21.261126,81.599273,0,0.058,16.79,2025-02-07 13:20:01,-33.438,3377.191,3343.754,No
Zone-7,21.246913,81.604603,0,0.017,19.24,2025-06-03 07:21:21,255.805,11747.224,12003.028,No
Zone-8,21.235544,81.629722,0,0.134,28.02,2025-04-26 04:38:58,239.931,8468.793,8708.725,No
Zone-8,21.236534,81.633575,0,0.07,25.15,2025-09-27 14:49:59,105.315,1444.494,1549.808,No
Zone-6,21.274228,81.621155,1,0.091,20.54,2025-05-16 06:27:52,138.57,5698.927,5837.497,No
Zone-9,21.272122,81.607234,0,0.145,26.54,2025-07-27 01:47:47,392.986,23535.747,23928.733,No
Zone-8,21.23154,81.628868,0,0.087,13.4,2025-04-29 18:42:11,139.397,17135.374,17274.771,No
Zone-11,21.262566,81.5958,0,0.081,29.42,2025-06-01 14:54:02,555.19,6630.549,7185.739,No
Zone-2,21.237166,81.615245,1,2.957,34.95,2025-10-24 23:41:30,8203.467,4567.773,12771.239,No
Zone-9,21.266059,81.61562,0,0.027,12.2,2025-04-16 20:08:20,285.73,7848.838,8134.569,No
Zone-8,21.229304,81.628174,0,0.031,13.12,2025-02-17 13:59:13,434.622,7826.406,8261.028,No
Zone-11,21.259395,81.601027,0,0.096,22.34,2025-01-23 12:43:33,85.021,1313.629,1398.651,No
Zone-10,21.238694,81.647687,0,0.032,21.48,2025-01-02 19:29:16,23.92,1262.451,1286.371,No
Zone-5,21.254195,81.615101,1,0.105,27.1,2025-10-20 11:06:33,38.629,1687.049,1725.678,No
Zone-10,21.245635,81.640925,1,0.121,20.85,2025-05-29 04:16:03,151.952,1908.344,2060.296,No
Zone-2,21.252896,81.605682,0,0.097,16.09,2025-06-25 00:27:46,84.441,17586.665,17671.105,No
Zone-11,21.260308,81.600496,0,0.09,19.8,2025-01-25 13:13:31,921.722,18097.472,19019.194,No
Zone-3,21.284828,81.647795,0,0.023,27.25,2025-08-10 17:56:04,606.185,27041.88,27648.065,No
Zone-10,21.245816,81.645544,0,0.006,23.16,2025-05-07 14:16:55,-100.297,10130.044,10029.747,No
Zone-12,21.237138,81.65715,0,0.116,20.5,2025-05-04 10:39:38,786.848,15934.239,16721.087,No
Zone-11,21.266232,81.603971,1,0.063,13.76,2025-09-21 02:29:44,682.646,12922.742,13605.388,No
Zone-8,21.237826,81.629924,0,0.135,28.31,2025-09-14 00:58:31,882.856,7500.527,8383.383,No
Zone-2,21.242934,81.624583,0,3.454,59.61,2025-01-10 19:33:12,10813.038,0.0,10813.038,No
Zone-12,21.244823,81.654389,0,0.053,22.68,2025-02-21 20:24:05,102.157,1251.505,1353.662,No
Zone-12,21.245189,81.651831,0,0.138,19.99,2025-01-19 20:43:12,801.488,13262.769,14064.258,No
Zone-5,21.251605,81.616203,0,0.116,19.57,2025-02-26 04:24:06,85.722,5591.011,5676.733,No
Zone-1,21.266744,81.621871,0,0.121,29.01,2025-02-19 00:42:01,430.01,14420.296,14850.306,No
Zone-1,21.269036,81.630524,0,0.051,24.52,2025-09-25 16:16:31,329.416,15947.653,16277.069,No
Zone-10,21.248842,81.64287,0,0.117,16.34,2025-04-29 00:41:14,389.937,10130.137,10520.073,No
Zone-10,21.247205,81.649355,0,0.144,14.83,2025-10-14 23:40:25,292.532,1697.554,1990.086,No
Zone-7,21.251159,81.606112,0,0.142,10.27,2025-08-22 08:13:21,208.725,3151.561,3360.286,No
Zone-1,21.272776,81.633245,0,0.072,29.83,2025-04-19 23:25:13,84.185,2908.232,2992.416,No
Zone-11,21.261186,81.602386,0,0.028,28.84,2025-04-06 01:14:16,20.498,1223.277,1243.775,No
Zone-8,21.235092,81.633572,0,0.108,15.21,2025-08-26 09:02:17,111.702,7445.091,7556.793,No
Zone-12,21.241703,81.651402,0,0.133,28.71,2025-05-09 14:29:56,543.903,13204.085,13747.988,No
Zone-2,21.243092,81.613816,0,0.01,20.2,2025-05-22 21:21:31,222.385,11696.606,11918.991,No
Zone-3,21.268048,81.657408,0,0.047,24.0,2025-02-24 08:30:28,425.564,21610.505,22036.069,No
Zone-4,21.228098,81.637345,0,0.117,22.62,2025-10-12 11:03:11,678.353,4809.738,5488.091,No
Zone-3,21.282199,81.646803,0,0.098,13.1,2025-10-15 17:51:52,331.324,8920.98,9252.304,No
Zone-5,21.255229,81.625143,0,0.003,18.24,2025-07-08 17:11:19,133.772,6078.693,6212.465,No
Zone-10,21.246774,81.643064,0,0.096,24.75,2025-02-19 19:20:34,-137.822,30327.553,30189.731,No
Zone-9,21.273212,81.607758,0,0.068,21.73,2025-10-02 01:17:50,226.985,9095.539,9322.525,No
Zone-10,21.244426,81.651279,0,0.095,11.81,2025-05-21 13:09:52,452.871,8568.393,9021.264,No
Zone-12,21.233311,81.652412,0,0.08,16.36,2025-02-14 23:14:21,415.105,17898.735,18313.839,No
Zone-2,21.241253,81.619417,0,0.087,20.8,2025-01-04 00:02:52,478.83,14818.119,15296.95,No
Zone-11,21.260803,81.600403,0,0.083,12.29,2025-07-11 21:30:16,329.311,20685.522,21014.834,No
Zone-1,21.268828,81.631207,0,0.067,28.63,2025-05-09 09:04:06,289.536,16854.851,17144.388,No
Zone-8,21.232733,81.627777,0,0.063,18.81,2025-02-14 22:12:11,577.09,20047.602,20624.691,No
Zone-2,21.238665,81.615236,0,0.025,25.54,2025-06-24 16:19:01,111.388,13295.888,13407.276,No
Zone-1,21.267414,81.627912,0,0.063,29.83,2025-02-02 20:23:25,216.072,32103.502,32319.573,No
Zone-4,21.232057,81.636914,0,0.061,26.33,2025-08-25 03:33:35,205.856,4705.99,4911.846,No
Zone-10,21.248318,81.646235,0,0.119,21.54,2025-04-02 04:18:33,305.645,16070.979,16376.624,No
Zone-6,21.283075,81.619999,1,4.108,31.22,2025-11-05 06:17:51,14438.349,0.0,14438.349,No
Zone-5,21.2518,81.614746,0,0.145,11.33,2025-10-09 09:37:18,563.509,11326.419,11889.928,No
Zone-7,21.244931,81.602323,1,5.252,77.25,2025-07-02 09:40:51,20692.807,0.0,20692.807,Yes
Zone-11,21.257724,81.592455,0,0.071,14.27,2025-07-13 07:17:00,274.266,16557.434,16831.7,No
Zone-2,21.238159,81.61333,0,0.076,15.96,2025-08-04 08:47:40,224.634,2945.307,3169.941,No
Zone-8,21.233272,81.631512,0,0.106,13.81,2025-01-31 05:43:55,381.302,5769.513,6150.815,No
Zone-4,21.228588,81.640123,0,0.007,13.17,2025-02-07 06:00:04,167.717,3793.176,3960.894,No
Zone-1,21.256573,81.631763,0,0.047,16.32,2025-09-03 13:12:25,247.228,22581.683,22828.912,No
Zone-7,21.25117,81.605074,1,7.384,74.28,2025-07-07 01:04:21,8670.145,0.0,8670.145,Yes
Zone-12,21.243319,81.651771,1,0.054,24.46,2025-08-30 02:44:58,-198.525,20051.027,19852.502,No
Zone-7,21.251133,81.601164,1,8.73,87.52,2025-06-11 18:40:43,37054.367,0.0,37054.367,Yes
Zone-10,21.24004,81.647918,1,5.357,55.8,2025-10-13 10:01:35,4118.167,0.0,4118.167,No
Zone-4,21.223519,81.644081,0,0.04,13.78,2025-01-01 20:49:30,1100.256,31032.927,32133.183,No
Zone-6,21.281352,81.617631,1,0.022,24.93,2025-08-01 01:13:01,143.862,9063.199,9207.061,No
Zone-7,21.252253,81.599704,0,0.148,14.18,2025-04-19 15:22:01,149.683,378.824,528.507,No
Zone-7,21.246428,81.608735,0,0.024,13.57,2025-09-29 05:49:58,6.654,3886.517,3893.171,No
Zone-4,21.238489,81.64413,0,0.002,12.32,2025-03-05 11:01:17,260.497,9573.143,9833.64,No
Zone-12,21.235186,81.651454,0,0.126,11.46,2025-08-13 23:53:36,647.219,7109.767,7756.987,No
Zone-9,21.268038,81.608869,0,0.054,21.61,2025-05-26 19:13:59,231.225,8207.092,8438.318,No
Zone-6,21.274085,81.626689,0,0.137,17.37,2025-01-27 06:49:01,918.778,6370.393,7289.171,No
Zone-2,21.24971,81.610822,0,0.004,19.32,2025-05-09 18:16:08,169.797,4349.63,4519.427,No
Zone-1,21.262651,81.631421,0,0.148,26.33,2025-05-10 06:30:13,402.488,1616.445,2018.933,No
Zone-1,21.265922,81.629288,0,0.06,23.11,2025-04-17 18:50:11,-181.489,18330.399,18148.91,No
Zone-3,21.269575,81.64705,0,0.009,29.95,2025-10-06 23:44:15,132.906,7533.548,7666.454,No
Zone-6,21.284332,81.615694,0,0.062,14.63,2025-08-27 18:49:52,895.701,15956.618,16852.319,No
Zone-10,21.24522,81.634287,0,0.146,25.94,2025-09-15 12:53:28,602.781,21900.507,22503.288,No
Zone-4,21.230625,81.640063,0,0.097,12.03,2025-06-15 12:34:43,373.25,5895.684,6268.934,No
Zone-2,21.252184,81.616796,0,0.095,11.42,2025-06-27 06:31:57,55.821,8528.043,8583.864,No
Zone-3,21.276189,81.655669,0,0.063,24.28,2025-05-02 09:28:48,1229.854,17842.524,19072.378,No
Zone-3,21.277316,81.649867,0,0.135,25.75,2025-10-10 15:19:50,489.356,12120.337,12609.692,No
Zone-3,21.273134,81.64722,0,0.027,18.59,2025-07-13 08:59:52,-268.205,27088.7,26820.495,No
Zone-7,21.253672,81.601937,0,0.112,14.37,2025-02-06 04:46:21,224.921,2967.081,3192.003,No
Zone-12,21.236243,81.654424,0,0.023,11.23,2025-05-10 00:11:34,788.954,23684.658,24473.612,No
Zone-1,21.264661,81.63804,0,0.036,14.49,2025-02-19 05:28:30,-200.925,24933.405,24732.48,No
Zone-7,21.248818,81.608635,1,5.935,71.15,2025-07-05 18:15:58,13515.523,0.0,13515.523,Yes
Zone-3,21.272903,81.650345,0,0.077,11.16,2025-10-05 15:42:17,807.275,9990.975,10798.25,No
Zone-7,21.253872,81.614355,0,0.035,11.95,2025-08-26 11:38:18,-303.792,30682.978,30379.186,No
Zone-4,21.232351,81.642479,0,0.056,25.13,2025-10-26 00:12:57,138.707,4398.291,4536.998,No
Zone-11,21.259697,81.59844,0,0.017,23.65,2025-06-13 00:46:23,-41.507,6069.953,6028.446,No
Zone-2,21.249608,81.619781,0,0.025,12.95,2025-05-25 17:05:24,162.002,6645.222,6807.224,No
Zone-9,21.270123,81.615945,0,0.002,11.67,2025-06-18 23:58:24,509.744,16332.532,16842.276,No
Zone-4,21.229789,81.642614,0,0.042,21.41,2025-10-04 22:39:11,33.621,670.506,704.127,No
Zone-7,21.247986,81.602001,0,0.032,14.62,2025-09-12 04:34:46,121.519,2174.079,2295.598,No
Zone-12,21.232005,81.654247,0,0.027,16.69,2025-07-06 00:25:43,-29.73,3002.721,2972.991,No
Zone-8,21.236175,81.630732,0,0.0,23.01,2025-02-26 12:56:38,472.605,15934.04,16406.644,No
Zone-1,21.263446,81.632891,0,0.139,21.99,2025-04-13 06:05:46,512.759,1572.651,2085.41,No
Zone-1,21.266252,81.63467,0,0.091,15.83,2025-06-16 09:58:56,380.477,7203.346,7583.823,No
Zone-1,21.258535,81.634107,0,0.032,28.63,2025-06-15 07:47:22,530.016,12872.378,13402.394,No
Zone-6,21.281243,81.613685,1,5.141,49.09,2025-06-26 02:54:58,5708.522,0.0,5708.522,No
Zone-4,21.233617,81.638039,0,0.054,19.11,2025-01-11 09:56:12,78.515,6842.884,6921.399,No
Zone-5,21.254213,81.609769,0,0.055,19.6,2025-07-08 17:09:36,449.074,15938.99,16388.064,No
Zone-2,21.24878,81.620393,0,0.033,14.22,2025-01-18 00:02:01,57.146,2810.759,2867.905,No
Zone-4,21.235502,81.640338,0,0.114,13.5,2025-02-22 20:39:15,227.582,15919.161,16146.743,No
Zone-7,21.249067,81.601821,0,0.11,28.24,2025-01-27 06:41:56,1426.525,29564.553,30991.079,No
Zone-1,21.273832,81.632502,0,0.11,18.11,2025-09-07 20:54:38,294.011,5178.94,5472.951,No
Zone-9,21.272742,81.612186,0,0.027,22.57,2025-10-23 12:40:13,35.256,5232.846,5268.102,No
Zone-5,21.24679,81.620043,0,0.123,24.09,2025-04-13 05:21:16,708.322,21118.833,21827.155,No
Zone-10,21.250467,81.647949,0,0.012,24.72,2025-08-07 21:11:35,-4.188,7293.586,7289.398,No
Zone-1,21.262433,81.6421,0,0.084,22.71,2025-08-01 19:11:53,331.458,3967.688,4299.146,No
Zone-4,21.233704,81.639985,0,0.09,10.64,2025-03-19 13:12:03,466.403,19636.32,20102.722,No
Zone-11,21.25693,81.600116,0,0.082,19.41,2025-03-04 16:36:45,75.462,783.917,859.379,No
Zone-1,21.263674,81.633794,0,0.055,17.47,2025-02-04 19:18:29,373.101,8684.482,9057.584,No
Zone-2,21.244418,81.614603,1,4.754,27.86,2025-03-30 16:53:00,19512.511,0.0,19512.511,No
Zone-4,21.227052,81.637206,0,0.064,20.82,2025-02-16 20:35:39,-326.94,33020.914,32693.975,No
Zone-4,21.228285,81.643231,1,4.378,71.77,2025-06-10 14:39:37,13473.164,1338.475,14811.639,No
Zone-4,21.229319,81.631997,0,0.001,29.1,2025-05-11 11:26:37,573.74,18432.135,19005.875,No
Zone-4,21.231565,81.635338,0,0.124,20.19,2025-06-05 12:01:15,460.175,12238.561,12698.736,No
Zone-5,21.254211,81.616757,0,0.142,14.05,2025-01-25 09:44:58,645.952,9071.653,9717.605,No
Zone-5,21.250217,81.615534,0,0.06,24.44,2025-10-11 13:36:02,597.116,26898.801,27495.917,No
Zone-2,21.247107,81.617217,0,0.084,29.87,2025-07-09 08:34:58,985.179,14798.096,15783.274,No
Zone-3,21.271295,81.644162,0,0.122,18.74,2025-06-04 15:51:42,201.012,11329.409,11530.421,No
Zone-2,21.241632,81.614995,0,0.098,11.81,2025-06-04 04:58:17,-234.558,27851.543,27616.985,No
Zone-2,21.245149,81.614309,0,0.125,19.27,2025-04-07 09:05:03,1381.55,25788.096,27169.645,No
Zone-10,21.244364,81.639132,0,0.03,18.2,2025-02-20 10:49:24,-127.524,14461.584,14334.06,No
Zone-3,21.272229,81.647259,0,0.088,15.51,2025-04-29 07:37:06,57.304,153.882,211.185,No
Zone-12,21.238801,81.654799,0,0.094,23.77,2025-03-13 21:43:17,338.561,8463.83,8802.391,No
Zone-3,21.284357,81.647664,1,9.728,89.18,2025-06-20 18:53:11,622.653,0.0,622.653,Yes
Zone-6,21.278764,81.611582,0,0.016,28.64,2025-03-05 02:37:43,54.298,5977.346,6031.644,No
Zone-1,21.275451,81.630143,0,0.065,10.03,2025-08-06 04:39:46,120.445,3617.671,3738.116,No
Zone-6,21.275649,81.619504,0,0.082,12.32,2025-04-14 19:38:49,1274.575,23068.762,24343.337,No
Zone-9,21.276344,81.610152,0,0.119,25.02,2025-05-02 21:51:38,718.613,7692.98,8411.593,No
Zone-9,21.274206,81.607278,0,0.052,13.66,2025-09-26 18:17:29,67.919,3042.812,3110.731,No
Zone-7,21.254311,81.603167,0,0.129,14.79,2025-03-03 10:35:05,614.03,5243.556,5857.585,No
Zone-2,21.248427,81.612585,0,0.073,11.68,2025-02-21 09:05:10,253.2,7939.234,8192.434,No
Zone-8,21.230571,81.628897,0,0.093,14.66,2025-09-01 10:32:52,323.686,25848.221,26171.907,No
Zone-12,21.233659,81.656426,0,0.097,28.92,2025-07-29 18:20:02,159.993,4405.758,4565.751,No
Zone-7,21.246844,81.605498,0,0.007,11.99,2025-08-09 14:36:15,-237.937,24031.64,23793.703,No
Zone-10,21.240652,81.645852,0,0.05,21.07,2025-04-14 15:20:23,2.017,9567.204,9569.221,No
Zone-9,21.266395,81.609041,0,0.099,12.29,2025-05-22 17:01:11,84.978,952.1,1037.078,No
Zone-5,21.260139,81.613942,0,0.063,16.96,2025-06-27 16:30:43,225.674,10818.29,11043.963,No
Zone-6,21.279847,81.623275,0,0.061,17.49,2025-05-29 12:58:06,-31.537,13781.054,13749.517,No
Zone-7,21.242675,81.60222,0,0.015,24.2,2025-09-09 02:23:12,-19.001,4473.356,4454.355,No
Zone-8,21.232628,81.630709,0,0.001,18.45,2025-08-26 19:14:31,74.188,2478.931,2553.119,No
Zone-12,21.234728,81.657439,0,0.037,27.66,2025-03-28 08:34:30,-206.309,20837.21,20630.901,No
Zone-9,21.269956,81.617142,0,0.001,22.27,2025-04-27 14:01:06,-63.65,6428.699,6365.049,No
Zone-8,21.235937,81.632138,1,2.827,32.55,2025-04-13 22:03:10,3734.168,0.0,3734.168,No
Zone-2,21.24687,81.62052,0,0.11,14.84,2025-09-22 20:02:28,69.99,8149.445,8219.435,No
Zone-5,21.257221,81.610041,0,0.119,14.33,2025-07-04 23:07:23,941.556,5171.943,6113.499,No
Zone-7,21.252567,81.612536,0,0.08,12.26,2025-09-17 21:55:00,-50.969,5850.472,5799.503,No
Zone-1,21.260102,81.628513,0,0.096,14.46,2025-03-20 22:42:13,80.065,1617.993,1698.058,No
Zone-10,21.241714,81.647838,0,0.111,15.32,2025-03-01 10:30:59,155.802,3315.786,3471.588,No
Zone-5,21.250794,81.611089,0,0.057,16.34,2025-09-11 01:14:02,823.936,18998.502,19822.438,No
Zone-10,21.247163,81.642927,0,0.019,20.29,2025-03-12 10:26:55,48.162,15161.036,15209.198,No
Zone-7,21.249503,81.604685,0,0.056,19.72,2025-10-31 15:58:59,328.206,960.394,1288.6,No
Zone-2,21.245921,81.614027,0,0.112,19.18,2025-04-29 00:35:44,139.458,467.783,607.241,No
Zone-7,21.243202,81.597771,0,0.034,24.47,2025-03-07 11:50:03,-18.26,3196.583,3178.323,No
Zone-10,21.245613,81.647313,0,0.017,26.99,2025-07-25 09:21:06,286.088,20595.914,20882.002,No
Zone-6,21.2826,81.617787,0,0.107,14.36,2025-10-04 04:01:35,327.345,8052.524,8379.869,No
Zone-1,21.262694,81.621636,1,0.08,14.3,2025-07-02 19:08:56,223.041,1615.221,1838.262,No
Zone-6,21.283,81.613252,1,0.52,66.78,2025-03-28 16:43:17,3463.848,25651.388,29115.236,No
Zone-7,21.251643,81.598643,0,0.115,20.47,2025-08-16 14:39:33,496.43,5940.644,6437.074,No
Zone-12,21.23861,81.651631,0,0.086,13.0,2025-04-07 09:34:00,417.8,2295.959,2713.758,No
Zone-1,21.259134,81.632757,0,0.048,12.69,2025-08-28 08:12:27,165.736,5098.299,5264.036,No
Zone-1,21.268362,81.634187,0,0.068,24.98,2025-01-18 22:44:35,195.11,1992.599,2187.709,No
Zone-11,21.261938,81.603244,0,0.037,14.18,2025-07-04 18:04:44,291.806,21378.789,21670.595,No
Zone-2,21.248458,81.611907,0,0.094,20.2,2025-05-24 12:47:27,745.142,19408.127,20153.269,No
Zone-4,21.228233,81.640444,0,0.048,11.87,2025-03-29 23:32:03,-6.933,4462.222,4455.289,No
Zone-5,21.255285,81.608741,0,0.089,10.54,2025-10-28 11:11:32,250.611,12564.235,12814.846,No
Zone-1,21.25882,81.622962,0,0.083,25.09,2025-03-10 14:05:56,292.686,17467.715,17760.401,No
