zone_id,latitude,longitude,timestamp,flowrate_lps,pressure_psi,water_supplied_litres,water_consumed_litres,usage_difference,leak,Predicted_Leak
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 00:30:00,65.75,33.33,39449.71,37981.71,1468.01,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 00:40:00,236.8,57.31,142077.46,133790.05,8287.41,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 00:50:00,115.37,44.59,69221.13,64751.19,4469.94,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 01:00:00,179.13,48.89,107478.85,95422.15,12056.7,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 01:10:00,114.5,58.97,68701.9,66519.82,2182.08,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 01:20:00,128.15,28.04,76892.72,72697.34,4195.39,0,1
Amanaka Zone,21.2575,81.6139,2024-01-05 01:30:00,142.12,31.43,85272.2,83082.65,2189.55,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 01:40:00,91.08,33.75,54650.63,53655.49,995.14,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 01:50:00,202.33,26.35,121396.09,112404.48,8991.62,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 02:00:00,74.06,52.16,44435.81,39986.18,4449.62,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 02:10:00,186.64,32.06,111986.3,99706.27,12280.04,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 02:20:00,171.24,44.0,102741.56,100560.82,2180.73,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 02:30:00,60.18,40.29,36106.36,34449.4,1656.97,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 02:40:00,157.82,36.63,94694.7,89609.18,5085.51,0,1
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 02:50:00,135.78,57.83,81466.8,77868.13,3598.67,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 03:00:00,95.7,28.05,57419.37,51665.5,5753.87,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 03:10:00,79.29,54.73,47575.6,40980.97,6594.63,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 03:20:00,178.3,35.31,106979.95,97343.83,9636.12,1,1
Pandri Zone,21.2514,81.6296,2024-01-05 03:30:00,127.34,41.22,76403.05,73637.9,2765.14,0,1
Pandri Zone,21.2514,81.6296,2024-01-05 03:40:00,183.18,40.75,109909.95,100456.81,9453.14,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 03:50:00,54.32,54.37,32590.58,28427.73,4162.85,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 04:00:00,139.11,30.53,83466.09,75662.62,7803.48,0,1
Mowa Zone,21.2542,81.6209,2024-01-05 04:10:00,239.15,53.89,143490.36,122632.82,20857.54,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 04:20:00,240.26,49.08,144156.99,133244.04,10912.95,0,1
Pandri Zone,21.2514,81.6296,2024-01-05 04:30:00,181.17,32.37,108700.41,94417.63,14282.77,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 04:40:00,99.86,32.62,59914.87,54255.49,5659.37,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 04:50:00,110.51,41.78,66304.66,57002.91,9301.75,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 05:00:00,114.27,41.89,68562.71,58656.32,9906.38,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 05:10:00,172.77,43.53,103663.76,97682.06,5981.7,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 05:20:00,91.04,58.84,54625.21,52420.74,2204.47,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 05:30:00,224.04,41.76,134422.19,121598.73,12823.45,1,1
Pandri Zone,21.2514,81.6296,2024-01-05 05:40:00,85.23,51.05,51135.46,45856.69,5278.77,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 05:50:00,159.5,48.33,95699.57,82879.36,12820.22,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 06:00:00,248.13,34.87,148879.46,138401.57,10477.88,0,1
Telibandha Zone,21.2418,81.6695,2024-01-05 06:10:00,210.09,57.74,126055.03,110223.98,15831.06,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 06:20:00,148.89,42.69,89331.25,78380.43,10950.82,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 06:30:00,167.34,44.05,100404.03,97486.26,2917.77,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 06:40:00,211.33,30.69,126800.98,112102.91,14698.07,0,1
Telibandha Zone,21.2418,81.6695,2024-01-05 06:50:00,94.43,58.5,56659.2,54318.85,2340.35,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 07:00:00,119.4,35.86,71642.96,67960.63,3682.33,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 07:10:00,203.08,25.6,121847.89,106017.57,15830.32,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 07:20:00,184.98,28.74,110987.99,98889.25,12098.74,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 07:30:00,115.79,55.41,69471.65,62841.12,6630.52,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 07:40:00,243.64,55.25,146184.36,142171.76,4012.6,0,1
Pandri Zone,21.2514,81.6296,2024-01-05 07:50:00,247.01,47.05,148205.56,129053.26,19152.3,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 08:00:00,54.35,31.08,32608.69,27896.35,4712.34,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 08:10:00,183.39,28.55,110031.04,94124.01,15907.04,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 08:20:00,163.48,50.74,98085.34,87370.39,10714.94,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 08:30:00,156.25,35.13,93750.64,91696.62,2054.02,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 08:40:00,201.86,51.35,121118.11,104171.3,16946.82,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 08:50:00,126.24,45.87,75741.9,70418.03,5323.87,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 09:00:00,54.07,39.27,32439.29,29164.86,3274.43,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 09:10:00,196.03,38.35,117619.63,109628.75,7990.87,0,1
Telibandha Zone,21.2418,81.6695,2024-01-05 09:20:00,242.73,58.06,145635.62,133699.62,11936.0,0,1
Mowa Zone,21.2542,81.6209,2024-01-05 09:30:00,60.71,33.98,36426.99,31971.52,4455.47,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 09:40:00,107.77,36.16,64661.72,55351.19,9310.53,1,0
Pandri Zone,21.2514,81.6296,2024-01-05 09:50:00,126.42,55.89,75853.52,71077.08,4776.45,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 10:00:00,128.92,59.88,77352.03,67310.4,10041.63,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 10:10:00,160.5,25.89,96298.14,88709.33,7588.81,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 10:20:00,165.42,33.49,99249.13,87319.5,11929.63,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 10:30:00,221.57,33.23,132940.9,125126.83,7814.07,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 10:40:00,192.61,46.36,115567.04,102239.47,13327.57,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 10:50:00,173.42,53.99,104054.0,101791.4,2262.6,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 11:00:00,90.78,58.48,54468.17,51934.24,2533.92,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 11:10:00,118.77,56.79,71259.73,68630.92,2628.8,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 11:20:00,244.95,35.77,146969.11,131359.0,15610.11,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 11:30:00,184.9,27.31,110940.96,105501.29,5439.67,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 11:40:00,93.6,51.7,56160.22,48672.4,7487.81,1,1
Mowa Zone,21.2542,81.6209,2024-01-05 11:50:00,64.95,28.89,38971.12,33285.12,5686.01,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 12:00:00,165.32,41.8,99191.88,89593.62,9598.26,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 12:10:00,202.28,57.11,121367.33,107802.25,13565.08,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 12:20:00,124.68,34.21,74808.78,73757.15,1051.63,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 12:30:00,169.16,48.17,101496.06,97801.62,3694.44,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 12:40:00,145.93,59.37,87557.84,83203.89,4353.95,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 12:50:00,99.0,44.89,59399.94,54109.41,5290.53,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 13:00:00,163.68,27.22,98209.96,83527.33,14682.63,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 13:10:00,180.49,25.04,108296.8,104283.03,4013.77,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 13:20:00,110.55,54.19,66330.45,61210.03,5120.42,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 13:30:00,87.59,52.87,52552.06,49496.9,3055.17,1,1
Pandri Zone,21.2514,81.6296,2024-01-05 13:40:00,129.08,41.66,77446.12,70384.18,7061.94,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 13:50:00,138.1,31.25,82860.38,78843.41,4016.97,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 14:00:00,204.18,25.61,122509.95,110436.24,12073.71,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 14:10:00,83.77,56.57,50259.33,43211.01,7048.31,1,1
Tatibandh Zone,21.2751,81.5904,2024-01-05 14:20:00,61.2,26.62,36719.31,35884.57,834.75,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 14:30:00,109.03,25.79,65417.32,56653.44,8763.89,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 14:40:00,212.03,50.34,127218.75,115962.21,11256.55,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 14:50:00,231.82,43.34,139091.2,136859.24,2231.96,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 15:00:00,73.69,52.09,44211.45,37926.53,6284.92,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 15:10:00,220.57,55.6,132343.67,123513.32,8830.35,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 15:20:00,100.46,33.72,60278.95,59132.11,1146.84,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 15:30:00,111.38,41.3,66827.59,61851.64,4975.96,1,1
Tatibandh Zone,21.2751,81.5904,2024-01-05 15:40:00,168.54,32.96,101124.92,87219.11,13905.82,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 15:50:00,221.65,35.86,132987.92,113820.84,19167.08,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 16:00:00,82.91,42.03,49747.18,42346.11,7401.08,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 16:10:00,196.24,35.28,117744.14,102070.41,15673.73,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 16:20:00,80.52,37.07,48309.48,43649.19,4660.28,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 16:30:00,206.76,49.5,124053.58,120642.89,3410.68,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 16:40:00,88.58,26.44,53149.86,47059.6,6090.25,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 16:50:00,221.26,52.3,132758.57,119820.48,12938.08,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 17:00:00,249.19,54.74,149512.08,142724.81,6787.27,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 17:10:00,59.54,38.48,35725.03,31157.7,4567.34,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 17:20:00,136.34,54.97,81802.51,75889.51,5913.01,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 17:30:00,118.31,42.03,70983.36,65697.63,5285.74,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 17:40:00,204.16,51.96,122494.67,112383.86,10110.81,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 17:50:00,108.12,55.44,64874.95,61168.51,3706.44,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 18:00:00,213.73,59.3,128239.47,114148.53,14090.94,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 18:10:00,247.97,53.41,148781.73,135409.1,13372.63,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 18:20:00,88.36,51.16,53018.43,51283.18,1735.25,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 18:30:00,194.39,36.1,116633.38,99468.03,17165.35,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 18:40:00,205.63,34.0,123379.19,122086.64,1292.55,0,0
Telibandha Zone,21.2418,81.6695,2024-01-05 18:50:00,210.82,38.01,126492.88,119185.8,7307.08,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 19:00:00,135.6,43.71,81360.81,78336.66,3024.15,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 19:10:00,59.67,30.0,35799.91,33211.07,2588.85,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 19:20:00,204.71,30.67,122825.45,113700.01,9125.44,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 19:30:00,130.67,26.13,78399.34,66963.14,11436.2,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 19:40:00,228.88,48.2,137325.25,130634.11,6691.15,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 19:50:00,64.06,41.05,38434.4,34273.28,4161.12,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 20:00:00,95.19,38.29,57115.86,48952.95,8162.92,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 20:10:00,163.3,46.09,97977.84,86247.37,11730.47,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-05 20:20:00,243.09,26.77,145852.04,140887.6,4964.45,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 20:30:00,208.06,42.0,124834.89,116672.56,8162.34,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 20:40:00,241.46,27.92,144873.27,129298.32,15574.95,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 20:50:00,197.56,51.62,118535.85,101974.33,16561.52,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 21:00:00,181.33,51.04,108796.02,105187.39,3608.64,1,1
Mowa Zone,21.2542,81.6209,2024-01-05 21:10:00,233.82,49.17,140292.2,122444.72,17847.48,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 21:20:00,243.84,49.65,146306.94,124550.08,21756.86,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 21:30:00,64.21,56.01,38523.48,32995.82,5527.66,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 21:40:00,235.55,33.68,141331.94,122321.93,19010.01,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 21:50:00,131.87,59.29,79122.01,72644.43,6477.58,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 22:00:00,69.12,57.84,41473.66,38183.28,3290.38,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-05 22:10:00,227.61,33.4,136566.08,128501.51,8064.56,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 22:20:00,92.65,54.91,55591.63,48119.84,7471.79,0,0
Amanaka Zone,21.2575,81.6139,2024-01-05 22:30:00,197.16,52.7,118293.1,107535.06,10758.04,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 22:40:00,192.88,52.76,115725.53,113310.73,2414.8,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-05 22:50:00,185.56,53.59,111338.79,98859.65,12479.14,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-05 23:00:00,51.61,53.07,30965.25,26839.27,4125.98,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 23:10:00,242.92,49.07,145753.79,126327.9,19425.89,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 23:20:00,212.49,49.78,127495.21,125777.76,1717.45,0,0
Pandri Zone,21.2514,81.6296,2024-01-05 23:30:00,132.05,40.62,79227.11,75964.26,3262.85,0,0
Mowa Zone,21.2542,81.6209,2024-01-05 23:40:00,96.49,48.91,57894.8,55683.88,2210.92,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-05 23:50:00,172.17,25.45,103303.76,95685.17,7618.59,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 00:00:00,228.87,48.08,137319.09,129791.99,7527.1,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 00:10:00,202.05,35.59,121232.57,117942.16,3290.41,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 00:20:00,139.77,45.24,83861.02,80920.8,2940.22,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 00:30:00,119.35,34.66,71609.31,67489.87,4119.44,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 00:40:00,221.89,34.65,133133.04,117780.08,15352.97,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 00:50:00,97.18,39.53,58306.84,57622.6,684.24,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 01:00:00,103.32,28.26,61991.63,54160.94,7830.69,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 01:10:00,122.29,49.53,73373.61,68168.99,5204.62,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 01:20:00,87.41,33.43,52447.74,51745.63,702.11,0,1
Amanaka Zone,21.2575,81.6139,2024-01-06 01:30:00,242.61,57.44,145566.4,125257.69,20308.7,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 01:40:00,111.43,41.54,66856.82,64550.29,2306.53,1,1
Amanaka Zone,21.2575,81.6139,2024-01-06 01:50:00,239.48,52.01,143687.68,122648.48,21039.2,1,0
Amanaka Zone,21.2575,81.6139,2024-01-06 02:00:00,246.64,27.91,147984.34,138656.94,9327.39,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 02:10:00,135.07,59.37,81040.63,70265.01,10775.63,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 02:20:00,153.88,28.03,92327.43,90003.43,2324.0,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 02:30:00,143.51,52.08,86108.53,74883.84,11224.69,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 02:40:00,52.45,52.45,31469.34,28586.95,2882.39,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 02:50:00,177.6,43.82,106558.16,90869.33,15688.83,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 03:00:00,249.13,37.23,149477.62,141969.76,7507.86,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 03:10:00,141.36,41.52,84817.25,83724.87,1092.37,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 03:20:00,230.28,41.24,138167.51,123692.99,14474.52,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 03:30:00,70.34,50.7,42202.73,39519.71,2683.02,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 03:40:00,188.34,57.26,113004.47,110665.61,2338.86,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 03:50:00,246.46,48.92,147873.06,133620.71,14252.35,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 04:00:00,209.45,33.92,125672.67,114407.4,11265.28,0,1
Telibandha Zone,21.2418,81.6695,2024-01-06 04:10:00,170.51,35.86,102307.74,93441.43,8866.31,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 04:20:00,247.03,43.3,148215.37,126892.96,21322.41,1,1
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 04:30:00,113.35,57.17,68007.22,58522.86,9484.35,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 04:40:00,61.9,48.57,37139.45,35836.45,1303.0,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 04:50:00,230.21,40.01,138126.31,127964.77,10161.54,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 05:00:00,100.53,56.06,60318.95,58101.71,2217.24,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 05:10:00,115.44,40.76,69265.22,61445.0,7820.21,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 05:20:00,83.33,43.37,49996.24,46185.24,3811.01,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 05:30:00,220.66,56.7,132394.47,122747.32,9647.15,1,1
Telibandha Zone,21.2418,81.6695,2024-01-06 05:40:00,171.29,50.83,102773.3,94783.85,7989.45,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 05:50:00,241.48,54.68,144886.91,131630.7,13256.2,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 06:00:00,77.65,29.5,46588.2,43800.08,2788.12,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 06:10:00,131.6,57.71,78962.42,70306.53,8655.89,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 06:20:00,158.48,27.55,95090.5,83943.65,11146.84,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 06:30:00,193.04,37.6,115821.13,110407.92,5413.21,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 06:40:00,71.46,43.62,42877.41,37060.45,5816.97,0,1
Telibandha Zone,21.2418,81.6695,2024-01-06 06:50:00,77.96,58.05,46776.24,44911.54,1864.7,0,1
Telibandha Zone,21.2418,81.6695,2024-01-06 07:00:00,199.52,52.75,119712.2,107588.46,12123.74,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 07:10:00,236.92,50.45,142152.85,122082.06,20070.79,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 07:20:00,96.0,25.25,57601.32,49248.63,8352.68,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 07:30:00,160.74,48.18,96445.75,89221.26,7224.49,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 07:40:00,139.76,43.31,83858.6,81515.17,2343.43,1,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 07:50:00,64.04,52.58,38421.61,37906.54,515.07,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 08:00:00,88.84,25.24,53304.82,46021.0,7283.82,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 08:10:00,140.0,52.27,83999.7,72341.02,11658.68,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 08:20:00,240.29,44.46,144175.04,130000.23,14174.82,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 08:30:00,137.32,35.0,82390.32,78467.6,3922.72,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 08:40:00,205.44,53.23,123263.52,116517.81,6745.72,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 08:50:00,207.21,28.86,124325.4,108258.51,16066.89,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 09:00:00,193.66,38.84,116196.14,113321.02,2875.12,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 09:10:00,109.01,35.65,65405.21,63910.99,1494.21,0,1
Amanaka Zone,21.2575,81.6139,2024-01-06 09:20:00,211.41,33.19,126844.97,114410.09,12434.88,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 09:30:00,109.38,33.48,65625.71,64109.37,1516.34,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 09:40:00,220.61,46.46,132368.52,117202.23,15166.28,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 09:50:00,179.12,51.45,107474.66,94840.75,12633.91,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 10:00:00,72.88,46.8,43730.49,40817.15,2913.34,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 10:10:00,69.61,33.07,41768.59,38830.3,2938.29,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 10:20:00,101.44,45.29,60865.23,55188.13,5677.1,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 10:30:00,246.86,35.67,148113.31,134886.76,13226.55,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 10:40:00,87.56,52.35,52533.65,46163.91,6369.74,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 10:50:00,233.13,57.05,139878.83,135826.95,4051.88,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 11:00:00,218.93,45.12,131355.11,123472.58,7882.52,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 11:10:00,242.71,36.62,145626.12,128285.57,17340.55,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 11:20:00,130.78,37.29,78470.9,70953.12,7517.78,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 11:30:00,133.54,41.15,80123.17,77212.05,2911.12,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 11:40:00,63.47,38.25,38079.7,37341.2,738.51,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 11:50:00,165.94,35.07,99563.1,90446.13,9116.96,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 12:00:00,191.03,33.33,114620.09,98783.11,15836.98,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 12:10:00,95.57,48.64,57340.65,53436.89,3903.76,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 12:20:00,65.35,59.29,39207.51,35379.78,3827.74,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 12:30:00,115.54,34.12,69323.26,68121.66,1201.59,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 12:40:00,89.38,57.38,53629.45,48953.57,4675.88,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 12:50:00,180.94,42.27,108565.02,101953.74,6611.28,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-06 13:00:00,247.36,38.08,148415.26,137115.98,11299.28,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-06 13:10:00,126.12,25.1,75670.13,66864.58,8805.55,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 13:20:00,162.47,54.57,97480.21,91986.64,5493.57,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-06 13:30:00,212.19,32.89,127313.25,119376.2,7937.06,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 13:40:00,183.3,31.78,109981.38,106937.69,3043.69,0,0
Pandri Zone,21.2514,81.6296,2024-01-06 13:50:00,234.12,32.91,140474.36,130204.27,10270.09,0,0
Telibandha Zone,21.2418,81.6695,2024-01-06 14:00:00,117.87,47.0,70722.09,65608.06,5114.03,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-06 14:10:00,240.91,47.01,144545.09,123922.97,20622.12,0,0
Amanaka Zone,21.2575,81.6139,2024-01-06 14:20:00,92.73,42.95,55640.68,50641.83,4998.85,0,0
Mowa Zone,21.2542,81.6209,2024-01-06 14:30:00,72.12,26.06,43272.97,40657.05,2615.92,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-06 14:40:00,237.67,31.03,142600.3,121383.35,21216.95,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-06 14:50:00,222.66,49.93,133596.14,123013.1,10583.04,1,1
